Quarter,Country,Ship,Gear,SweepLngt,HaulNo,Year,TotalNo,Sci_name,Month,Day,DayNight,ShootLat,ShootLong,Depth,HaulVal,DataType,GRIDID
1,FRA,THA2  ,GOV   ,50,56,2009,4,Agonus cataphractus,2,5,D ,55.07,7.3629,23,V   ,C ,397
1,FRA,THA2  ,GOV   ,50,57,2009,81,Agonus cataphractus,2,6,D ,53.9341,7.4313,28,V   ,C ,295
1,FRA,THA2  ,GOV   ,50,58,2009,62,Agonus cataphractus,2,6,D ,54.0208,7.778,38,V   ,C ,330
1,FRA,THA2  ,GOV   ,50,59,2009,18,Agonus cataphractus,2,6,D ,54.3008,8.0627,16,V   ,C ,331
1,FRA,THA2  ,GOV   ,50,60,2009,22,Agonus cataphractus,2,6,D ,54.2721,7.6175,40,V   ,C ,330
1,GFR,WAH3  ,GOV   ,100,22,2009,2,Agonus cataphractus,1,29,D ,57.5797,0.5873,89,V   ,C ,554
1,FRA,THA2  ,GOV   ,50,63,2009,2,Agonus cataphractus,2,7,D ,54.1619,5.4969,40,V   ,C ,325
1,FRA,THA2  ,GOV   ,50,64,2009,2,Agonus cataphractus,2,7,D ,54.2339,6.067,40,V   ,C ,327
1,FRA,THA2  ,GOV   ,50,72,2009,2,Agonus cataphractus,2,10,D ,53.2286,3.4276,34,V   ,C ,253
1,GFR,WAH3  ,GOV   ,50,73,2009,4,Agonus cataphractus,2,17,D ,55.2788,8.173,16,V   ,C ,399
1,FRA,THA2  ,GOV   ,50,76,2009,10,Agonus cataphractus,2,11,D ,51.8293,3.6598,26,V   ,C ,152
1,FRA,THA2  ,GOV   ,50,77,2009,2,Agonus cataphractus,2,12,D ,51.6403,2.8161,36,V   ,C ,150
1,FRA,THA2  ,GOV   ,50,79,2009,42,Agonus cataphractus,2,12,D ,51.28,1.7283,47,V   ,C ,114
1,SWE,ARG   ,GOV   ,60,3,2009,2,Agonus cataphractus,1,20,D ,57.4277,8.5921,38,V   ,C ,536
1,SWE,ARG   ,GOV   ,60,4,2009,2,Agonus cataphractus,1,20,D ,57.4568,8.5929,52,V   ,C ,536
1,SWE,ARG   ,GOV   ,60,5,2009,2,Agonus cataphractus,1,20,D ,57.528,8.6599,67,V   ,C ,570
1,GFR,WAH3  ,GOV   ,100,65,2009,2,Agonus cataphractus,2,14,D ,60.7007,-0.6282,116,V   ,C ,755
1,FRA,THA2  ,GOV   ,50,6,2009,10,Agonus cataphractus,1,18,D ,51.0141,1.1097,30,V   ,C ,113
1,FRA,THA2  ,GOV   ,50,9,2009,10,Agonus cataphractus,1,19,D ,50.5632,0.7227,47,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,3,2009,4,Agonus cataphractus,1,17,D ,50.2242,1.2007,28,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,4,2009,2,Agonus cataphractus,1,18,D ,50.5781,1.5154,24,V   ,C ,80
1,GFR,WAH3  ,GOV   ,100,16,2009,4,Agonus cataphractus,1,28,D ,56.1772,0.5873,94,V   ,C ,452
1,GFR,WAH3  ,GOV   ,50,25,2009,2,Agonus cataphractus,1,30,D ,58.213,-3.1348,70,V   ,C ,580
1,SWE,ARG   ,GOV   ,60,30,2009,2,Agonus cataphractus,1,29,D ,56.2178,10.9631,21,V   ,C ,472
1,SCO,SCO3  ,GOV   ,60,43,2009,2,Agonus cataphractus,2,12,D ,56.7217,-2.2258,58,V   ,C ,480
1,NOR,58G2  ,GOV   ,-9,48,2009,2,Agonus cataphractus,2,14,D ,60.4517,2.9417,107,V   ,C ,728
1,SCO,SCO3  ,GOV   ,60,10,2009,2,Agonus cataphractus,1,29,D ,56.767,2.5503,70,V   ,C ,490
1,SCO,SCO3  ,GOV   ,60,46,2009,9,Agonus cataphractus,2,13,D ,56.2162,-1.438,60,V   ,C ,448
1,GFR,WAH3  ,GOV   ,100,43,2009,2,Agonus cataphractus,2,7,D ,58.1592,2.0913,80,V   ,C ,591
1,SCO,SCO3  ,GOV   ,60,2,2010,2,Agonus cataphractus,1,27,N ,56.7093,-2.2252,60,V   ,C ,480
1,FRA,THA2  ,GOV   ,50,71,2010,2,Agonus cataphractus,2,7,D ,56.1832,6.5273,42,V   ,C ,464
1,FRA,THA2  ,GOV   ,50,29,2010,2,Agonus cataphractus,1,24,D ,51.2599,1.7173,43,V   ,C ,114
1,FRA,THA2  ,GOV   ,50,57,2010,2,Agonus cataphractus,2,4,D ,54.0964,2.8536,50,V   ,C ,320
1,GFR,WAH3  ,GOV   ,50,3,2010,8,Agonus cataphractus,1,23,D ,55.2308,6.9375,37,V   ,C ,396
1,FRA,THA2  ,GOV   ,50,87,2010,2,Agonus cataphractus,2,11,D ,56.2076,-1.4933,61,V   ,C ,448
1,FRA,THA2  ,GOV   ,50,101,2010,14,Agonus cataphractus,2,15,D ,53.2166,1.8091,37,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,45,2010,88,Agonus cataphractus,1,29,D ,54.3123,8.1111,19,V   ,C ,331
1,FRA,THA2  ,GOV   ,50,46,2010,24,Agonus cataphractus,1,29,D ,54.036,7.8078,38,V   ,C ,330
1,FRA,THA2  ,GOV   ,50,103,2010,2,Agonus cataphractus,2,16,D ,51.8326,3.6675,26,V   ,C ,152
1,FRA,THA2  ,GOV   ,50,17,2010,2,Agonus cataphractus,1,21,D ,50.5628,0.6785,42,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,30,2010,4,Agonus cataphractus,1,24,D ,51.5218,1.7569,39,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,44,2010,36,Agonus cataphractus,1,29,D ,54.2799,7.5831,42,V   ,C ,330
1,FRA,THA2  ,GOV   ,50,102,2010,2,Agonus cataphractus,2,16,D ,52.3259,2.6975,47,V   ,C ,184
1,SCO,SCO3  ,GOV   ,60,27,2010,2,Agonus cataphractus,2,8,D ,58.1727,-3.082,68,V   ,C ,580
1,FRA,THA2  ,GOV   ,50,32,2010,4,Agonus cataphractus,1,25,D ,52.6663,2.3282,52,V   ,C ,217
1,FRA,THA2  ,GOV   ,50,47,2010,18,Agonus cataphractus,1,29,D ,53.9298,7.4183,26,V   ,C ,295
1,FRA,THA2  ,GOV   ,50,96,2010,4,Agonus cataphractus,2,14,D ,53.9456,0.8104,50,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,107,2010,14,Agonus cataphractus,2,18,D ,50.3096,1.3153,20,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,48,2010,6,Agonus cataphractus,1,30,D ,53.858,6.1973,31,V   ,C ,293
1,FRA,THA2  ,GOV   ,50,49,2010,4,Agonus cataphractus,1,30,D ,53.8105,5.9537,33,V   ,C ,292
1,FRA,THA2  ,GOV   ,50,50,2010,12,Agonus cataphractus,1,30,D ,54.2416,6.1179,40,V   ,C ,327
1,FRA,THA2  ,GOV   ,50,37,2010,2,Agonus cataphractus,1,27,D ,52.8099,3.9207,27,V   ,C ,220
1,FRA,THA2  ,GOV   ,50,38,2010,2,Agonus cataphractus,1,27,D ,52.8201,4.0732,29,V   ,C ,221
1,FRA,THA2  ,GOV   ,50,51,2010,5,Agonus cataphractus,1,30,D ,54.2522,5.7525,40,V   ,C ,326
1,FRA,THA2  ,GOV   ,50,69,2010,4,Agonus cataphractus,2,7,D ,55.8828,7.2004,30,V   ,C ,431
1,FRA,THA2  ,GOV   ,50,65,2010,12,Agonus cataphractus,2,6,D ,55.2612,6.6471,42,V   ,C ,396
1,SCO,SCO3  ,GOV   ,60,55,2010,2,Agonus cataphractus,2,16,D ,58.8405,-2.4558,84,V   ,C ,616
1,SCO,SCO3  ,GOV   ,60,56,2010,2,Agonus cataphractus,2,16,D ,58.2165,-2.5573,61,V   ,C ,581
1,FRA,THA2  ,GOV   ,50,8,2010,29,Agonus cataphractus,1,18,D ,50.153,0.9512,36,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,24,2010,26,Agonus cataphractus,1,22,D ,50.6195,0.137,54,V   ,C ,77
1,FRA,THA2  ,GOV   ,50,25,2010,38,Agonus cataphractus,1,23,D ,50.8662,0.8825,30,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,21,2010,10,Agonus cataphractus,1,21,N ,50.6433,1.4601,27,V   ,C ,79
1,FRA,THA2  ,GOV   ,50,23,2010,18,Agonus cataphractus,1,22,D ,50.5631,-0.4806,67,V   ,C ,76
1,FRA,THA2  ,GOV   ,50,34,2010,37,Agonus cataphractus,1,25,D ,52.2423,2.3608,44,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,35,2010,11,Agonus cataphractus,1,26,D ,50.9239,1.6285,24,V   ,C ,80
1,SCO,SCO3  ,GOV   ,60,8,2010,2,Agonus cataphractus,1,30,D ,56.7995,0.396,84,V   ,C ,485
1,SCO,SCO3  ,GOV   ,60,9,2010,2,Agonus cataphractus,1,30,D ,56.5613,1.1585,89,V   ,C ,487
1,SCO,SCO3  ,GOV   ,60,11,2010,2,Agonus cataphractus,1,31,D ,56.7647,2.5618,72,V   ,C ,490
1,FRA,THA2  ,GOV   ,50,84,2010,2,Agonus cataphractus,2,11,D ,56.2948,-0.4723,72,V   ,C ,450
1,FRA,THA2  ,GOV   ,50,54,2010,12,Agonus cataphractus,2,3,D ,53.2086,3.4294,35,V   ,C ,253
1,FRA,THA2  ,GOV   ,50,39,2010,8,Agonus cataphractus,1,27,D ,53.2206,4.2161,31,V   ,C ,255
1,SWE,ARG   ,GOV   ,110,46,2010,2,Agonus cataphractus,2,11,D ,57.979,9.8728,101,V   ,C ,572
1,FRA,THA2  ,GOV   ,50,55,2010,8,Agonus cataphractus,2,3,D ,53.3604,2.6831,32,V   ,C ,252
1,FRA,THA2  ,GOV   ,50,26,2010,6,Agonus cataphractus,1,23,D ,50.8061,1.5595,23,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,100,2010,114,Agonus cataphractus,2,15,D ,53.4823,0.6466,51,V   ,C ,248
1,GFR,WAH3  ,GOV   ,100,16,2010,2,Agonus cataphractus,1,27,D ,56.111,0.4813,86,V   ,C ,451
1,FRA,THA2  ,GOV   ,50,41,2010,43,Agonus cataphractus,1,28,D ,53.8821,3.8985,42,V   ,C ,288
1,FRA,THA2  ,GOV   ,50,9,2010,2,Agonus cataphractus,1,19,D ,50.3064,1.1833,30,V   ,C ,45
1,GFR,WAH3  ,GOV   ,100,14,2010,2,Agonus cataphractus,1,26,D ,55.8888,1.1858,78,V   ,C ,419
1,SCO,SCO3  ,GOV   ,60,5,2011,12,Agonus cataphractus,1,28,D ,56.212,-1.4925,60,V   ,C ,448
1,FRA,THA2  ,GOV   ,50,8,2011,20,Agonus cataphractus,1,17,D ,50.8768,0.9211,33,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,35,2011,2,Agonus cataphractus,1,25,D ,55.0737,7.4288,24,V   ,C ,397
1,FRA,THA2  ,GOV   ,50,36,2011,4,Agonus cataphractus,1,25,D ,54.8573,7.2098,27,V   ,C ,363
1,GFR,WAH3  ,GOV   ,50,9,2011,2,Agonus cataphractus,1,23,D ,57.1427,4.6813,62,V   ,C ,528
1,FRA,THA2  ,GOV   ,50,21,2011,18,Agonus cataphractus,1,21,D ,52.2199,2.3636,44,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,22,2011,2,Agonus cataphractus,1,21,D ,52.5218,1.9293,31,V   ,C ,216
1,FRA,THA2  ,GOV   ,50,38,2011,4,Agonus cataphractus,1,25,D ,55.1324,6.5392,43,V   ,C ,396
1,FRA,THA2  ,GOV   ,50,9,2011,2,Agonus cataphractus,1,17,D ,50.6185,0.1401,53,V   ,C ,77
1,FRA,THA2  ,GOV   ,50,39,2011,18,Agonus cataphractus,1,26,D ,54.3098,8.0983,17,V   ,C ,331
1,FRA,THA2  ,GOV   ,50,40,2011,6,Agonus cataphractus,1,26,D ,54.269,7.6382,40,V   ,C ,330
1,FRA,THA2  ,GOV   ,50,82,2011,2,Agonus cataphractus,2,10,D ,53.3847,2.6829,33,V   ,C ,252
1,FRA,THA2  ,GOV   ,50,25,2011,2,Agonus cataphractus,1,22,D ,54.0682,4.1345,49,V   ,C ,323
1,FRA,THA2  ,GOV   ,50,41,2011,29,Agonus cataphractus,1,26,D ,54.0378,7.8135,38,V   ,C ,330
1,FRA,THA2  ,GOV   ,50,42,2011,6,Agonus cataphractus,1,26,D ,53.941,7.4593,28,V   ,C ,295
1,GFR,WAH3  ,GOV   ,100,40,2011,2,Agonus cataphractus,2,2,D ,58.3975,-2.553,63,V   ,C ,581
1,FRA,THA2  ,GOV   ,50,84,2011,14,Agonus cataphractus,2,11,D ,53.2338,3.4294,34,V   ,C ,253
1,GFR,WAH3  ,GOV   ,100,14,2011,2,Agonus cataphractus,1,24,D ,57.6622,3.572,66,V   ,C ,560
1,SCO,SCO3  ,GOV   ,60,8,2011,2,Agonus cataphractus,1,29,D ,57.215,0.1818,85,V   ,C ,519
1,GFR,WAH3  ,GOV   ,50,4,2011,2,Agonus cataphractus,1,21,D ,55.0893,6.5357,42,V   ,C ,396
1,FRA,THA2  ,GOV   ,50,14,2011,6,Agonus cataphractus,1,18,D ,50.5608,0.7328,43,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,43,2011,2,Agonus cataphractus,1,27,D ,54.2557,5.6924,40,V   ,C ,326
1,FRA,THA2  ,GOV   ,50,74,2011,3,Agonus cataphractus,2,8,D ,54.19,0.1085,61,V   ,C ,315
1,FRA,THA2  ,GOV   ,50,87,2011,37,Agonus cataphractus,2,12,D ,51.8212,3.6324,25,V   ,C ,152
1,FRA,THA2  ,GOV   ,50,48,2011,2,Agonus cataphractus,1,30,D ,53.2233,4.2153,30,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,64,2011,2,Agonus cataphractus,2,4,D ,55.86,-1.2747,87,V   ,C ,414
1,FRA,THA2  ,GOV   ,50,15,2011,6,Agonus cataphractus,1,19,D ,50.9398,1.659,30,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,16,2011,92,Agonus cataphractus,1,20,D ,51.246,1.71,44,V   ,C ,114
1,FRA,THA2  ,GOV   ,50,26,2011,7,Agonus cataphractus,1,22,D ,53.8685,4.7025,41,V   ,C ,290
1,FRA,THA2  ,GOV   ,50,44,2011,4,Agonus cataphractus,1,27,D ,54.233,6.056,39,V   ,C ,327
1,FRA,THA2  ,GOV   ,50,17,2011,6,Agonus cataphractus,1,20,D ,51.3083,2.047,42,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,18,2011,52,Agonus cataphractus,1,20,D ,51.5234,1.7574,43,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,19,2011,6,Agonus cataphractus,1,20,D ,51.6653,2.1651,49,V   ,C ,149
1,FRA,THA2  ,GOV   ,50,76,2011,21,Agonus cataphractus,2,8,D ,53.9552,0.2584,51,V   ,C ,281
1,FRA,THA2  ,GOV   ,50,78,2011,38,Agonus cataphractus,2,9,D ,53.4559,0.6365,54,V   ,C ,248
1,FRA,THA2  ,GOV   ,50,61,2011,4,Agonus cataphractus,2,3,D ,56.1246,0.4877,89,V   ,C ,451
1,FRA,THA2  ,GOV   ,50,32,2011,4,Agonus cataphractus,1,24,D ,55.923,6.6004,41,V   ,C ,430
1,GFR,WAH3  ,GOV   ,100,52,2011,2,Agonus cataphractus,2,9,D ,61.1812,-1.137,158,V   ,C ,788
1,SCO,SCO3  ,GOV   ,60,37,2011,2,Agonus cataphractus,2,9,D ,58.837,-2.3772,80,V   ,C ,616
1,SCO,SCO3  ,GOV   ,60,38,2011,8,Agonus cataphractus,2,10,D ,58.6155,-3.8215,60,V   ,C ,613
1,NOR,58G2  ,GOV   ,60,34,2011,2,Agonus cataphractus,2,21,N ,56.93,2.985,68,V   ,C ,490
1,SCO,SCO3  ,GOV   ,60,39,2011,2,Agonus cataphractus,2,10,D ,58.8448,-3.7855,100,V   ,C ,613
1,FRA,THA2  ,GOV   ,50,33,2011,2,Agonus cataphractus,1,24,D ,55.8578,7.2462,28,V   ,C ,431
1,SCO,SCO3  ,GOV   ,60,19,2011,12,Agonus cataphractus,2,2,D ,57.2833,-0.7727,75,V   ,C ,517
1,FRA,THA2  ,GOV   ,50,80,2011,2,Agonus cataphractus,2,9,D ,54.3682,1.3189,55,V   ,C ,317
1,SCO,SCO3  ,GOV   ,60,20,2011,2,Agonus cataphractus,2,2,D ,57.507,-1.3367,110,V   ,C ,550
1,SCO,SCO3  ,GOV   ,60,4,2011,2,Agonus cataphractus,1,27,D ,56.296,-2.1528,60,V   ,C ,446
1,FRA,THA2  ,GOV   ,50,20,2011,10,Agonus cataphractus,1,21,D ,52.0739,1.929,28,V   ,C ,182
1,FRA,THA2  ,GOV   ,50,7,2011,2,Agonus cataphractus,1,16,D ,50.3071,1.1873,32,V   ,C ,45
1,SCO,SCO3  ,GOV   ,60,1,2011,2,Agonus cataphractus,1,26,D ,57.0538,-1.8205,90,V   ,C ,515
1,GFR,WAH3  ,GOV   ,50,1,2018,108,Agonus cataphractus,1,25,D ,54.9293,8.061,16,V   ,C ,365
1,GFR,WAH3  ,GOV   ,50,44,2018,2,Agonus cataphractus,2,21,D ,56.514,2.9062,72,V   ,C ,490
1,GFR,WAH3  ,GOV   ,50,2,2018,18,Agonus cataphractus,1,26,D ,54.9007,7.094,28,V   ,C ,363
1,GFR,WAH3  ,GOV   ,50,3,2018,2,Agonus cataphractus,1,26,D ,54.8315,6.6627,42,V   ,C ,362
1,FRA,TRIF  ,GOV   ,50,3,2018,9,Agonus cataphractus,1,16,D ,51.7978,3.5152,23,V   ,C ,152
1,FRA,TRIF  ,GOV   ,50,4,2018,4,Agonus cataphractus,1,16,D ,51.8086,3.5727,22,V   ,C ,152
1,FRA,THA2  ,GOV   ,50,61,2018,5,Agonus cataphractus,2,11,D ,50.1479,0.9182,34,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,6,2018,5,Agonus cataphractus,1,23,D ,50.3097,1.3153,25,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,7,2018,4,Agonus cataphractus,1,23,D ,50.341,1.0596,41,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,14,2018,2,Agonus cataphractus,1,25,D ,50.8059,1.5193,30,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,17,2018,6,Agonus cataphractus,1,26,D ,51.3721,2.2485,36,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,55,2018,2,Agonus cataphractus,2,9,D ,51.6886,2.1433,48,V   ,C ,149
1,FRA,THA2  ,GOV   ,50,56,2018,2,Agonus cataphractus,2,9,D ,51.7052,1.8755,48,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,57,2018,2,Agonus cataphractus,2,9,D ,51.9251,1.8142,33,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,32,2018,6,Agonus cataphractus,1,31,D ,52.2919,2.2167,43,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,30,2018,2,Agonus cataphractus,1,31,D ,52.4992,1.9113,31,V   ,C ,182
1,FRA,THA2  ,GOV   ,50,20,2018,2,Agonus cataphractus,1,27,D ,52.6144,3.2771,40,V   ,C ,219
1,FRA,THA2  ,GOV   ,50,50,2018,8,Agonus cataphractus,2,7,D ,53.2207,2.355,41,V   ,C ,251
1,FRA,THA2  ,GOV   ,50,21,2018,2,Agonus cataphractus,1,28,D ,53.3692,3.7182,30,V   ,C ,254
1,FRA,THA2  ,GOV   ,50,49,2018,2,Agonus cataphractus,2,7,D ,53.4301,1.5652,30,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,29,2018,34,Agonus cataphractus,1,30,D ,53.4326,1.0724,47,V   ,C ,249
1,FRA,THA2  ,GOV   ,50,48,2018,10,Agonus cataphractus,2,7,D ,53.4726,0.9026,21,V   ,C ,248
1,FRA,THA2  ,GOV   ,50,28,2018,32,Agonus cataphractus,1,30,D ,53.5042,0.6795,89,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,45,2018,67,Agonus cataphractus,2,6,D ,53.6669,1.5433,87,V   ,C ,284
1,FRA,THA2  ,GOV   ,50,36,2018,2,Agonus cataphractus,2,3,D ,53.7888,4.4828,41,V   ,C ,289
1,FRA,THA2  ,GOV   ,50,44,2018,2,Agonus cataphractus,2,5,D ,53.8113,5.5997,33,V   ,C ,292
1,FRA,THA2  ,GOV   ,50,27,2018,6,Agonus cataphractus,1,30,D ,53.9471,0.8089,48,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,24,2018,5,Agonus cataphractus,1,29,D ,53.9551,0.257,49,V   ,C ,281
1,FRA,THA2  ,GOV   ,50,41,2018,6,Agonus cataphractus,2,4,D ,54.0866,7.8325,44,V   ,C ,330
1,FRA,THA2  ,GOV   ,50,43,2018,2,Agonus cataphractus,2,5,D ,54.1739,5.5362,40,V   ,C ,326
1,FRA,THA2  ,GOV   ,50,25,2018,9,Agonus cataphractus,1,29,D ,54.2191,0.1076,57,V   ,C ,315
1,FRA,THA2  ,GOV   ,50,26,2018,10,Agonus cataphractus,1,29,D ,54.3931,-0.2081,61,V   ,C ,314
1,FRA,THA2  ,GOV   ,50,47,2018,2,Agonus cataphractus,2,6,D ,54.4029,1.1918,55,V   ,C ,317
1,NOR,58G2  ,GOV   ,110,31,2018,2,Agonus cataphractus,2,15,D ,59.7415,1.3653,109,V   ,C ,691
1,SWE,DANS  ,GOV   ,60,3,2018,10,Agonus cataphractus,1,19,D ,57.142,7.5725,47,V   ,C ,534
1,SWE,DANS  ,GOV   ,60,6,2018,2,Agonus cataphractus,1,20,D ,57.4162,8.5468,39,V   ,C ,536
1,SWE,DANS  ,GOV   ,110,8,2018,2,Agonus cataphractus,1,20,D ,57.6185,8.7825,82,V   ,C ,570
1,SWE,DANS  ,GOV   ,110,11,2018,2,Agonus cataphractus,1,21,D ,58.0325,9.8703,152,V   ,C ,606
1,SWE,DANS  ,GOV   ,110,13,2018,4,Agonus cataphractus,1,21,D ,57.7425,10.1395,82,V   ,C ,573
1,GFR,WAH3  ,GOV   ,50,7,2018,2,Agonus cataphractus,2,4,D ,55.8555,7.2435,29,V   ,C ,431
1,GFR,WAH3  ,GOV   ,50,10,2018,2,Agonus cataphractus,2,4,D ,55.9277,6.6402,40,V   ,C ,430
1,FRA,THA2  ,GOV   ,50,8,2019,2,Agonus cataphractus,1,25,D ,52.3009,4.3946,17,V   ,C ,187
1,GFR,DANG  ,GOV   ,50,8,2019,3,Agonus cataphractus,1,6,D ,55.3352,-0.169,74,V   ,C ,382
1,GFR,DANG  ,GOV   ,50,9,2019,2,Agonus cataphractus,1,7,D ,55.2118,0.7192,74,V   ,C ,384
1,GFR,DANG  ,GOV   ,50,14,2019,2,Agonus cataphractus,1,10,D ,55.255,6.6073,38,V   ,C ,396
1,GFR,DANG  ,GOV   ,50,18,2019,4,Agonus cataphractus,1,11,D ,54.8718,7.7482,20,V   ,C ,364
1,GFR,DANG  ,GOV   ,50,19,2019,17,Agonus cataphractus,1,12,D ,55.266,7.6093,25,V   ,C ,398
1,GFR,DANG  ,GOV   ,50,21,2019,8,Agonus cataphractus,1,12,D ,55.5278,7.127,30,V   ,C ,431
1,GFR,DANG  ,GOV   ,50,22,2019,8,Agonus cataphractus,1,16,D ,55.859,7.1147,31,V   ,C ,431
1,GFR,DANG  ,GOV   ,50,24,2019,4,Agonus cataphractus,1,16,D ,56.3055,7.18,34,V   ,C ,465
1,GFR,DANG  ,GOV   ,50,27,2019,2,Agonus cataphractus,1,18,D ,55.8117,6.4442,44,V   ,C ,429
1,GFR,DANG  ,GOV   ,50,30,2019,2,Agonus cataphractus,1,18,D ,55.9017,5.4875,53,V   ,C ,427
1,FRA,THA2  ,GOV   ,50,1,2019,2,Agonus cataphractus,1,22,D ,50.4757,1.443,28,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,13,2019,6,Agonus cataphractus,1,27,D ,53.8789,6.9524,23,V   ,C ,294
1,FRA,THA2  ,GOV   ,50,14,2019,24,Agonus cataphractus,1,27,D ,53.9303,7.4225,25,V   ,C ,295
1,FRA,THA2  ,GOV   ,50,18,2019,2,Agonus cataphractus,1,29,D ,53.2456,4.1949,29,V   ,C ,255
1,FRA,THA2  ,GOV   ,50,2,2019,4,Agonus cataphractus,1,23,D ,49.87,0.3743,28,V   ,C ,9
1,SWE,DANS  ,GOV   ,110,22,2019,6,Agonus cataphractus,1,29,D ,57.745,10.15,83,V   ,C ,573
1,FRA,THA2  ,GOV   ,50,29,2019,301,Agonus cataphractus,2,3,D ,53.4648,0.6709,89,V   ,C ,248
1,FRA,THA2  ,GOV   ,50,30,2019,83,Agonus cataphractus,2,3,D ,53.8328,0.8822,40,V   ,C ,282
1,FRA,THA2  ,GOV   ,50,31,2019,46,Agonus cataphractus,2,3,D ,53.673,1.5383,88,V   ,C ,284
1,FRA,THA2  ,GOV   ,50,32,2019,104,Agonus cataphractus,2,4,D ,53.925,0.2651,51,V   ,C ,281
1,FRA,THA2  ,GOV   ,50,35,2019,20,Agonus cataphractus,2,5,D ,53.1209,1.745,38,V   ,C ,250
1,FRA,THA2  ,GOV   ,50,36,2019,2,Agonus cataphractus,2,5,D ,52.528,1.9345,35,V   ,C ,216
1,FRA,THA2  ,GOV   ,50,38,2019,4,Agonus cataphractus,2,6,D ,51.8097,3.6019,23,V   ,C ,152
1,FRA,THA2  ,GOV   ,50,4,2019,4,Agonus cataphractus,1,23,D ,50.3767,0.7496,38,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,40,2019,2,Agonus cataphractus,2,6,D ,52.6786,3.4191,30,V   ,C ,219
1,FRA,THA2  ,GOV   ,50,41,2019,22,Agonus cataphractus,2,7,D ,52.2464,2.3565,45,V   ,C ,183
1,FRA,THA2  ,GOV   ,50,42,2019,2,Agonus cataphractus,2,7,D ,52.3247,2.6957,43,V   ,C ,184
1,FRA,THA2  ,GOV   ,50,43,2019,2,Agonus cataphractus,2,7,D ,52.6088,2.4994,48,V   ,C ,217
1,FRA,THA2  ,GOV   ,50,44,2019,26,Agonus cataphractus,2,8,D ,51.8612,2.1809,48,V   ,C ,149
1,FRA,THA2  ,GOV   ,50,45,2019,10,Agonus cataphractus,2,8,D ,51.6776,1.8623,48,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,46,2019,10,Agonus cataphractus,2,8,D ,51.561,1.7541,43,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,48,2019,2,Agonus cataphractus,2,9,D ,51.3133,2.0577,37,V   ,C ,115
1,FRA,THA2  ,GOV   ,50,47,2019,49,Agonus cataphractus,2,9,D ,51.2994,1.7386,40,V   ,C ,114
1,FRA,THA2  ,GOV   ,50,49,2019,24,Agonus cataphractus,2,10,D ,50.6623,1.5416,22,V   ,C ,80
1,FRA,THA2  ,GOV   ,50,51,2019,2,Agonus cataphractus,2,11,D ,50.5453,0.3736,47,V   ,C ,77
1,FRA,THA2  ,GOV   ,50,53,2019,8,Agonus cataphractus,2,11,D ,50.1561,0.9688,34,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,5,2019,22,Agonus cataphractus,1,24,D ,51.0887,1.9566,36,V   ,C ,114
1,FRA,THA2  ,GOV   ,50,54,2019,7,Agonus cataphractus,2,12,D ,50.3076,1.1863,30,V   ,C ,45
1,FRA,THA2  ,GOV   ,50,25,2020,2,Agonus cataphractus,1,19,D ,52.7072,4.0305,26,V   ,C ,221
1,FRA,THA2  ,GOV   ,50,53,2020,4,Agonus cataphractus,1,28,D ,51.5668,1.7553,43,V   ,C ,148
1,FRA,THA2  ,GOV   ,50,26,2020,2,Agonus cataphractus,1,19,D ,52.3317,4.4201,18,V   ,C ,187
1,GFR,DANG  ,GOV   ,50,5,2020,40,Agonus cataphractus,1,11,D ,54.9302,8.0575,17,V   ,C ,365
