group,subgroup,species,min_depth,max_depth,location,longitude,latitude,survey_min,survey_max,season,ref_id,ref_W_to_E,total.hauls,count,std_min_depth,std_max_depth,std_log_min_depth,std_log_max_depth,BO_sstmean,BO_sstmax,BO_sstmin,BO_sstrange,BO_salinity,BO_chlomean,btemp,min_com_depth,max_com_depth,mean_com_depth,liter_d_range,grossaff,grossaff_range
mollusca,cephalopoda,Brachioteuthis riisei,348,773,spain,1,39,25,800,spr/sum,1,1,1600,3,-124.6666667,60.66666667,-0.224343134,0.087664908,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,3000,1500,3000,20.04,30.37
mollusca,cephalopoda,Brachioteuthis riisei,756,758,S aegean,25.5,37,16,770,spr/sum,11,9,708,3,283.3333333,45.66666667,0.551495762,0.068069246,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,0,3000,1500,3000,20.04,30.37
mollusca,cephalopoda,Brachioteuthis riisei,314,606,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-158.6666667,-106.3333333,-0.327152628,-0.155734154,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,3000,1500,3000,20.04,30.37
crustacea,malacostraca,Calappa granulata,78,128,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,34.5,-264.25,0.747646746,-0.624349346,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,13,400,206.5,387,19.43,7.75
crustacea,malacostraca,Calappa granulata,25,723,spain,1,39,25,800,spr/sum,1,1,1600,4,-18.5,330.75,-0.390186256,1.107029612,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,13,400,206.5,387,19.43,7.75
crustacea,malacostraca,Calappa granulata,53,53,balearic islands,3.4,40,44,745,spring,10,2,88,4,9.5,-339.25,0.361229833,-1.506087697,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,13,400,206.5,387,19.43,7.75
crustacea,malacostraca,Calappa granulata,18,665,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-25.5,272.75,-0.718690323,1.023407431,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,13,400,206.5,387,19.43,7.75
chordata,fish,Callanthias ruber,144,144,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,45,-192.25,0.441465781,-0.758022396,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,50,500,275,450,19.31,11.29
chordata,fish,Callanthias ruber,76,320,spain,1,39,25,800,spr/sum,1,1,1600,4,-23,-16.25,-0.197614178,0.0404853,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,50,500,275,450,19.31,11.29
chordata,fish,Callanthias ruber,120,463,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,21,126.75,0.259144224,0.409891359,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,50,500,275,450,19.31,11.29
chordata,fish,Callanthias ruber,56,418,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-43,81.75,-0.502995828,0.307645737,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,50,500,275,450,19.31,11.29
chordata,fish,Callionymus lyra,41,134.25,spain,1,39,25,800,spr/sum,1,1,1600,3,-38.66666667,21.83333333,-0.545864088,0.220187699,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,430,217.5,425,11.66,11.51
chordata,fish,Callionymus lyra,65,70,N aegean,26,40.5,63,401,all,8,10,24,3,-14.66666667,-42.41666667,-0.085048885,-0.431020793,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,5,430,217.5,425,11.66,11.51
chordata,fish,Callionymus lyra,133,133,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,53.33333333,20.58333333,0.630912973,0.210833094,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,430,217.5,425,11.66,11.51
chordata,fish,Callionymus maculatus,30,539.5,spain,1,39,25,800,spr/sum,1,1,1600,3,5.333333333,-34.33333333,0.283917404,-0.060773566,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,45,650,347.5,605,17.15,14.89
chordata,fish,Callionymus maculatus,32,588,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,7.333333333,14.16666667,0.348455925,0.025310597,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,45,650,347.5,605,17.15,14.89
chordata,fish,Callionymus maculatus,12,594,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-12.66666667,20.16666667,-0.632373328,0.035462969,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,45,650,347.5,605,17.15,14.89
chordata,fish,Callionymus pusillus,46,46,spain,1,39,25,800,spr/sum,1,1,1600,3,-1,-52.66666667,0.114687469,-0.25884293,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,100,50.5,99,18.7,5.37
chordata,fish,Callionymus pusillus,75,230,N aegean,26,40.5,63,401,all,8,10,24,3,28,131.3333333,0.603534186,1.350594983,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,1,100,50.5,99,18.7,5.37
chordata,fish,Callionymus pusillus,20,20,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-27,-78.66666667,-0.718221654,-1.091752053,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,100,50.5,99,18.7,5.37
chordata,fish,Callionymus risso,34,124,spain,1,39,25,800,spr/sum,1,1,1600,3,-41.33333333,-175.3333333,-0.208380817,-0.646424346,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,15,150,82.5,135,18.23,6.86
chordata,fish,Callionymus risso,180,180,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,104.6666667,-119.3333333,1.458215509,-0.273749061,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,15,150,82.5,135,18.23,6.86
chordata,fish,Callionymus risso,12,594,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-63.33333333,294.6666667,-1.249834692,0.920173407,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,15,150,82.5,135,18.23,6.86
chordata,fish,Capros aper,91,639,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,10.5,68.60333333,0.447547839,0.137339493,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,40,700,370,660,18.88,14.2
chordata,fish,Capros aper,38,691.38,spain,1,39,25,800,spr/sum,1,1,1600,6,-42.5,120.9833333,-0.425725507,0.216124639,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,40,700,370,660,18.88,14.2
chordata,fish,Capros aper,40,596,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,-40.5,25.60333333,-0.374432213,0.067675706,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,40,700,370,660,18.88,14.2
chordata,fish,Capros aper,100,383,N aegean,26,40.5,63,401,all,8,10,24,6,19.5,-187.3966667,0.541858519,-0.374529972,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,40,700,370,660,18.88,14.2
chordata,fish,Capros aper,200,440,levant,34.5,31.9,200,570,aut,12,11,298,6,119.5,-130.3966667,1.235005699,-0.235790234,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,40,700,370,660,18.88,14.2
chordata,fish,Capros aper,14,673,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-66.5,102.6033333,-1.424254337,0.189180368,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,40,700,370,660,18.88,14.2
chordata,fish,Carapus acus,44,557,spain,1,39,25,800,spr/sum,1,1,1600,3,-1.666666667,159,0.207134425,0.646846202,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,150,75.5,149,25.79,12.11
chordata,fish,Carapus acus,80,80,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,34.33333333,-318,0.804971426,-1.293692404,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,150,75.5,149,25.79,12.11
chordata,fish,Carapus acus,13,557,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-32.66666667,159,-1.012105851,0.646846202,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,150,75.5,149,25.79,12.11
chordata,fish,Centracanthus cirrus,51.4,172.28,spain,1,39,25,800,spr/sum,1,1,1600,4,-71.95,-69.54,-0.22648798,-0.205595005,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,464,232.5,463,19.42,8.22
chordata,fish,Centracanthus cirrus,350,350,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,226.65,108.18,1.691807002,0.503217089,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,464,232.5,463,19.42,8.22
chordata,fish,Centracanthus cirrus,80,95,N aegean,26,40.5,63,401,all,8,10,24,4,-43.35,-146.82,0.215900482,-0.800839174,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,1,464,232.5,463,19.42,8.22
chordata,fish,Centracanthus cirrus,12,350,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-111.35,108.18,-1.681219503,0.503217089,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,464,232.5,463,19.42,8.22
chordata,fish,Centrolophus niger,89,780,spain,1,39,25,800,spr/sum,1,1,1600,4,-166,68.5,-0.910733685,0.108851061,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,40,1050,545,1010,15.76,14.57
chordata,fish,Centrolophus niger,374,650,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,119,-61.5,0.524885743,-0.073470496,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,40,1050,545,1010,15.76,14.57
chordata,fish,Centrolophus niger,353,538,balearic islands,3.4,40,44,745,spring,10,2,88,4,98,-173.5,0.467098002,-0.262584299,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,40,1050,545,1010,15.76,14.57
chordata,fish,Centrolophus niger,204,878,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-51,166.5,-0.081250061,0.227203735,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,40,1050,545,1010,15.76,14.57
chordata,fish,Centrophorus granulosus,440,621,malta,14.8,35.9,0,687,spr/sum,3,5,86,3,-88.33333333,-25.56333333,-0.157141025,-0.033766403,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,50,1440,745,1390,24.68,18.49
chordata,fish,Centrophorus granulosus,705,748.69,spain,1,39,25,800,spr/sum,1,1,1600,3,176.6666667,102.1266667,0.314282051,0.153227528,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,50,1440,745,1390,24.68,18.49
chordata,fish,Centrophorus granulosus,440,570,levant,34.5,31.9,200,570,aut,12,11,298,3,-88.33333333,-76.56333333,-0.157141025,-0.119461124,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,50,1440,745,1390,24.68,18.49
chordata,fish,Cepola macrophthalma,102,181,malta,14.8,35.9,0,687,spr/sum,3,5,86,5,54.8,-126,1.024149682,-0.299648714,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,15,400,207.5,385,18.29,12.7
chordata,fish,Cepola macrophthalma,27,390,spain,1,39,25,800,spr/sum,1,1,1600,5,-20.2,83,-0.304986266,0.468000994,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,15,400,207.5,385,18.29,12.7
chordata,fish,Cepola macrophthalma,19,180,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,-28.2,-127,-0.656384153,-0.305188894,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,15,400,207.5,385,18.29,12.7
chordata,fish,Cepola macrophthalma,70,100,N aegean,26,40.5,63,401,all,8,10,24,5,22.8,-207,0.64767211,-0.892975559,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,15,400,207.5,385,18.29,12.7
chordata,fish,Cepola macrophthalma,18,684,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-29.2,377,-0.710451374,1.029812173,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,15,400,207.5,385,18.29,12.7
chordata,fish,Chauliodus sloani,126,822.5,spain,1,39,25,800,spr/sum,1,1,1600,3,-113.3333333,149.6666667,-0.567186416,0.213236744,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,200,4700,2450,4500,15.99,30.48
chordata,fish,Chauliodus sloani,272,626,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,32.66666667,-46.83333333,0.202333743,-0.059761367,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,200,4700,2450,4500,15.99,30.48
chordata,fish,Chauliodus sloani,320,570,levant,34.5,31.9,200,570,aut,12,11,298,3,80.66666667,-102.8333333,0.364852673,-0.153475377,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,200,4700,2450,4500,15.99,30.48
chordata,fish,Chelidonichthys cuculus,73,181,malta,14.8,35.9,0,687,spr/sum,3,5,86,4,3.25,-105,0.053955921,-0.385293285,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,15,400,207.5,385,15.27,10.4
chordata,fish,Chelidonichthys cuculus,55,444,spain,1,39,25,800,spr/sum,1,1,1600,4,-14.75,158,-0.229170335,0.512034247,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,15,400,207.5,385,15.27,10.4
chordata,fish,Chelidonichthys cuculus,76,189,balearic islands,3.4,40,44,745,spring,10,2,88,4,6.25,-97,0.09422982,-0.342043301,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,15,400,207.5,385,15.27,10.4
chordata,fish,Chelidonichthys cuculus,75,330,N aegean,26,40.5,63,401,all,8,10,24,4,5.25,44,0.080984593,0.215302339,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,15,400,207.5,385,15.27,10.4
chordata,fish,Chelidonichthys lastoviza,75,113,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,32.42857143,-93,0.720776199,-0.414003472,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lastoviza,26,257,spain,1,39,25,800,spr/sum,1,1,1600,7,-16.57142857,51,-0.338615376,0.407684794,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lastoviza,25,139,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,7,-17.57142857,-67,-0.377836089,-0.206917358,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lastoviza,44,101,balearic islands,3.4,40,44,745,spring,10,2,88,7,1.428571429,-105,0.18747772,-0.526270774,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lastoviza,63,98,N aegean,26,40.5,63,401,all,8,10,24,7,20.42857143,-108,0.546422812,-0.556423812,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lastoviza,53,200,levant,34.5,31.9,16,570,all,12,11,298,7,10.42857143,-6,0.373579999,0.156926075,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lastoviza,12,534,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-30.57142857,328,-1.111805265,1.139004548,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,10,150,80,140,18.96,18.4
chordata,fish,Chelidonichthys lucerna,130,130,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,54.83333333,-107.6666667,1.028506277,-0.490575397,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,20,318,169,298,12.67,14.59
chordata,fish,Chelidonichthys lucerna,27,133,spain,1,39,25,800,spr/sum,1,1,1600,6,-48.16666667,-104.6666667,-0.543191307,-0.467760719,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,20,318,169,298,12.67,14.59
chordata,fish,Chelidonichthys lucerna,19,177,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,-56.16666667,-60.66666667,-0.894589194,-0.181960115,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,20,318,169,298,12.67,14.59
chordata,fish,Chelidonichthys lucerna,63,324,N aegean,26,40.5,63,401,all,8,10,24,6,-12.16666667,86.33333333,0.304106553,0.422633668,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,20,318,169,298,12.67,14.59
chordata,fish,Chelidonichthys lucerna,200,200,levant,34.5,31.9,200,570,aut,12,11,298,6,124.8333333,-37.66666667,1.459289193,-0.059792481,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,20,318,169,298,12.67,14.59
chordata,fish,Chelidonichthys lucerna,12,462,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-63.16666667,224.3333333,-1.354121523,0.777455044,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,20,318,169,298,12.67,14.59
chordata,fish,Chelidonichthys obscurus,25,140,spain,1,39,25,800,spr/sum,1,1,1600,3,-2.333333333,-47.33333333,-0.07470103,-0.209781028,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,50,170,110,120,18.76,8.91
chordata,fish,Chelidonichthys obscurus,34,123,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,6.666666667,-64.33333333,0.232783669,-0.339239095,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,50,170,110,120,18.76,8.91
chordata,fish,Chelidonichthys obscurus,23,299,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-4.333333333,111.6666667,-0.158082639,0.549020123,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,50,170,110,120,18.76,8.91
chordata,fish,Chimaera monstrosa,431,687,malta,14.8,35.9,0,687,spr/sum,3,5,86,5,18.2,76.4,0.114240032,0.145439637,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,40,1400,720,1360,13.95,15.48
chordata,fish,Chimaera monstrosa,195,807,spain,1,39,25,800,spr/sum,1,1,1600,5,-217.8,196.4,-0.6788685,0.306429013,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,40,1400,720,1360,13.95,15.48
chordata,fish,Chimaera monstrosa,548,597,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,135.2,-13.6,0.354407229,0.005022458,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,40,1400,720,1360,13.95,15.48
chordata,fish,Chimaera monstrosa,320,392,N aegean,26,40.5,63,401,all,8,10,24,5,-92.8,-218.6,-0.183547063,-0.415632815,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,40,1400,720,1360,13.95,15.48
chordata,fish,Chimaera monstrosa,570,570,levant,34.5,31.9,200,570,aut,12,11,298,5,157.2,-40.6,0.393768302,-0.041258294,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,40,1400,720,1360,13.95,15.48
chordata,fish,Chlorophthalmus agassizi,130,639,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,-12.85714286,24,-0.000501037,0.056586143,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,50,1000,525,950,17.99,20.7
chordata,fish,Chlorophthalmus agassizi,113,740,spain,1,39,25,800,spr/sum,1,1,1600,7,-29.85714286,125,-0.140647669,0.203331875,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,50,1000,525,950,17.99,20.7
chordata,fish,Chlorophthalmus agassizi,108,626,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,7,-34.85714286,11,-0.185904261,0.03603206,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,50,1000,525,950,17.99,20.7
chordata,fish,Chlorophthalmus agassizi,189,649,balearic islands,3.4,40,44,745,spring,10,2,88,7,46.14285714,34,0.373711527,0.072114405,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,50,1000,525,950,17.99,20.7
chordata,fish,Chlorophthalmus agassizi,210,383,N aegean,26,40.5,63,401,all,8,10,24,7,67.14285714,-232,0.479072043,-0.455283322,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,50,1000,525,950,17.99,20.7
chordata,fish,Chlorophthalmus agassizi,200,570,levant,34.5,31.9,200,570,aut,12,11,298,7,57.14285714,-45,0.430281879,-0.057681951,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,50,1000,525,950,17.99,20.7
chordata,fish,Chlorophthalmus agassizi,50,698,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-92.85714286,83,-0.956012482,0.144900791,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,50,1000,525,950,17.99,20.7
crustacea,malacostraca,Chlorotocus crassicornis,367,604,malta,14.8,35.9,0,687,spr/sum,3,5,86,5,208.2,-8.2,1.087196556,-0.001640423,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,3,600,301.5,597,20.73,13.92
crustacea,malacostraca,Chlorotocus crassicornis,80,682,spain,1,39,25,800,spr/sum,1,1,1600,5,-78.8,69.8,-0.436138657,0.119815037,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,3,600,301.5,597,20.73,13.92
crustacea,malacostraca,Chlorotocus crassicornis,200,570,levant,34.5,31.9,200,570,aut,12,11,298,5,41.2,-42.2,0.480152075,-0.05957826,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,3,600,301.5,597,20.73,13.92
crustacea,malacostraca,Chlorotocus crassicornis,95,469,corsica,12,41.5,10,760,spr/sum,14,3,46,5,-63.8,-143.2,-0.2642884,-0.254611852,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,3,600,301.5,597,20.73,13.92
crustacea,malacostraca,Chlorotocus crassicornis,52,736,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-106.8,123.8,-0.866921573,0.196015498,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,3,600,301.5,597,20.73,13.92
